customer_id,customer_name,email,registration_date,customer_type
cust_456,Customer 456,user456@example.com,2025-12-18,PREMIUM
cust_457,Customer 457,user457@example.com,2025-06-19,VIP
cust_458,Customer 458,user458@example.com,2025-04-14,VIP
cust_459,Customer 459,user459@example.com,2025-01-03,VIP
cust_460,Customer 460,user460@example.com,2025-11-22,REGULAR
cust_461,Customer 461,user461@example.com,2025-05-09,PREMIUM
cust_462,Customer 462,user462@example.com,2025-11-08,PREMIUM
cust_463,Customer 463,user463@example.com,2025-06-25,VIP
cust_464,Customer 464,user464@example.com,2025-03-16,PREMIUM
cust_465,Customer 465,user465@example.com,2025-02-05,REGULAR
cust_466,Customer 466,user466@example.com,2025-08-13,PREMIUM
cust_467,Customer 467,user467@example.com,2025-05-15,REGULAR
cust_468,Customer 468,user468@example.com,2025-11-06,PREMIUM
cust_469,Customer 469,user469@example.com,2025-07-16,PREMIUM
cust_470,Customer 470,user470@example.com,2025-05-14,VIP
cust_471,Customer 471,user471@example.com,2025-02-04,VIP
cust_472,Customer 472,user472@example.com,2025-04-30,VIP
cust_473,Customer 473,user473@example.com,2025-02-20,REGULAR
cust_474,Customer 474,user474@example.com,2025-08-25,VIP
cust_475,Customer 475,user475@example.com,2025-12-24,VIP
cust_476,Customer 476,user476@example.com,2025-10-17,PREMIUM
cust_477,Customer 477,user477@example.com,2025-07-23,REGULAR
cust_478,Customer 478,user478@example.com,2025-11-20,PREMIUM
cust_479,Customer 479,user479@example.com,2025-05-07,PREMIUM
cust_480,Customer 480,user480@example.com,2025-06-01,VIP
cust_481,Customer 481,user481@example.com,2025-11-19,REGULAR
cust_482,Customer 482,user482@example.com,2025-06-19,REGULAR
cust_483,Customer 483,user483@example.com,2025-07-20,PREMIUM
cust_484,Customer 484,user484@example.com,2025-07-27,REGULAR
cust_485,Customer 485,user485@example.com,2025-12-13,REGULAR
cust_486,Customer 486,user486@example.com,2025-06-27,REGULAR
cust_487,Customer 487,user487@example.com,2025-10-26,REGULAR
cust_488,Customer 488,user488@example.com,2025-09-30,PREMIUM
cust_489,Customer 489,user489@example.com,2025-05-23,VIP
cust_490,Customer 490,user490@example.com,2025-07-10,REGULAR
cust_491,Customer 491,user491@example.com,2025-07-26,REGULAR
cust_492,Customer 492,user492@example.com,2025-08-08,VIP
cust_493,Customer 493,user493@example.com,2025-06-30,VIP
cust_494,Customer 494,user494@example.com,2025-01-04,REGULAR
cust_495,Customer 495,user495@example.com,2025-08-19,VIP
cust_496,Customer 496,user496@example.com,2025-01-31,PREMIUM
cust_497,Customer 497,user497@example.com,2025-09-15,PREMIUM
cust_498,Customer 498,user498@example.com,2025-02-11,REGULAR
cust_499,Customer 499,user499@example.com,2025-04-13,VIP
cust_500,Customer 500,user500@example.com,2025-10-15,PREMIUM
cust_501,Customer 501,user501@example.com,2025-02-12,REGULAR
cust_502,Customer 502,user502@example.com,2025-03-31,PREMIUM
cust_503,Customer 503,user503@example.com,2025-11-24,REGULAR
cust_504,Customer 504,user504@example.com,2025-04-12,VIP
cust_505,Customer 505,user505@example.com,2025-05-31,REGULAR
cust_506,Customer 506,user506@example.com,2025-07-21,REGULAR
cust_507,Customer 507,user507@example.com,2025-03-09,VIP
cust_508,Customer 508,user508@example.com,2025-10-01,REGULAR
cust_509,Customer 509,user509@example.com,2025-02-07,PREMIUM
cust_510,Customer 510,user510@example.com,2025-08-31,VIP
cust_511,Customer 511,user511@example.com,2025-03-24,REGULAR
cust_512,Customer 512,user512@example.com,2025-11-15,PREMIUM
cust_513,Customer 513,user513@example.com,2025-04-03,VIP
cust_514,Customer 514,user514@example.com,2025-10-01,PREMIUM
cust_515,Customer 515,user515@example.com,2025-08-01,VIP
cust_516,Customer 516,user516@example.com,2025-06-13,PREMIUM
cust_517,Customer 517,user517@example.com,2025-11-10,PREMIUM
cust_518,Customer 518,user518example.com,2025-01-22,PREMIUM
cust_519,Customer 519,user519@example.com,2025-04-06,REGULAR
cust_520,Customer 520,user520@example.com,2025-04-06,VIP
